campaign_id,name,goal,target_criteria,segment_size,created_at,status
CAM001,Q4 High-Value Focus,"Target high-NPS agents with declining sales for Q4 boost","{""nps_score"": ""high"", ""sales_trend"": ""declining""}",150,2025-09-15T10:30:00Z,completed
CAM002,Retention Champions,"Find agents with high retention rates but low cross-sell","{""retention_rate"": "">90%"", ""cross_sell_rate"": ""<20%""}",75,2025-09-20T14:45:00Z,completed
CAM003,Growth Accelerator,"Identify new agents with strong initial performance","{""tenure"": ""<1y"", ""sales_performance"": ""top_25%""}",95,2025-09-25T09:15:00Z,in_progress
CAM004,Customer Success Stars,"Target agents with highest customer satisfaction scores","{""csat_score"": "">4.5"", ""complaint_rate"": ""<5%""}",120,2025-09-28T16:20:00Z,pending
CAM005,Cross-Sell Champions,"Find experienced agents with high policy-per-customer ratio","{""tenure"": "">3y"", ""policies_per_customer"": "">2.5""}",85,2025-10-01T11:00:00Z,in_progress
CAM51515D37,XYZ campaign,Find veteran agents with declining NPS scores for proactive satisfaction recovery,"{""objective"": ""retention"", ""constraints"": [{""field"": ""AGENT_TENURE"", ""operator"": "">="", ""value"": 10}, {""field"": ""NPS_SCORE"", ""operator"": ""<="", ""value"": 6}], ""target_size"": 100, ""priority"": ""quality_over_quantity""}",8250,2025-10-05T10:11:27Z,planned
CAM7A471232,Trial Segment,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T10:31:40Z,planned
CAMA1E7481E,Trial Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T10:41:42Z,planned
CAM0ECE5FAF,Trial Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T10:43:21Z,planned
CAMB63AF967,New Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T10:44:52Z,planned
CAMC2626B80,Trial Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T10:50:08Z,planned
CAM1DC52C56,New Campiagn,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T10:51:51Z,planned
CAMC79509A9,Try,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T10:58:41Z,planned
CAMC30DB77D,Hello,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T11:00:05Z,planned
CAM34CF8942,a,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T11:02:27Z,planned
CAM72FEAC39,S,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T11:03:40Z,planned
CAM877D2172,Trial Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T11:06:59Z,planned
CAMBBAFA364,Trial Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T11:11:27Z,planned
CAM96B31685,S,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T11:24:23Z,planned
CAM420386E8,My Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T12:40:50Z,planned
CAM33DC64A3,New Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T14:41:05Z,planned
CAM0D716205,Gift Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T15:10:14Z,planned
CAM260EEB93,XYZ Campaign,"Create a campaign population targeting high NPS agents with declining sales, provide 360 profiling and Q4 targeting","{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T15:46:37Z,planned
CAM0B8C02B0,Trial Campaign,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T15:56:26Z,planned
CAM9EB6BB57,Campaign A,"Create a campaign for mid performing agents (60 - 80%) of target, with high NPS score.","{""objective"": ""engagement"", ""constraints"": [{""field"": ""AUM_SELFREPORTED"", ""operator"": "">="", ""value"": 60}, {""field"": ""AUM_SELFREPORTED"", ""operator"": ""<="", ""value"": 80}, {""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",0,2025-10-05T16:04:13Z,planned
CAMC65D00BC,New Targets,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T16:15:35Z,planned
CAME72EC197,Final ,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T16:46:49Z,planned
CAM3F82938F, Independent Agents Engagement Campaign,Create a campaign for Independent Agents with moderate performance (4-8 policies sold) and good satisfaction (NPS 9+). Focus on helping them reach their next performance tier.,"{""objective"": ""engagement"", ""constraints"": [{""field"": ""Segment"", ""operator"": ""=="", ""value"": ""Independent Agents""}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": "">="", ""value"": 4}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<="", ""value"": 8}, {""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 9}], ""target_size"": 200, ""priority"": ""quality_over_quantity""}",2810,2025-10-05T17:00:53Z,planned
CAM0CB9F77A,Independent Agents,Create a campaign for Independent Agents with moderate performance (4-8 policies sold) and good satisfaction (NPS 7+). Focus on helping them reach their next performance tier.,"{""objective"": ""engagement"", ""constraints"": [{""field"": ""Segment"", ""operator"": ""=="", ""value"": ""Independent Agents""}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": "">="", ""value"": 4}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<="", ""value"": 8}, {""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 7}], ""target_size"": 500, ""priority"": ""balanced""}",5338,2025-10-05T17:55:01Z,planned
CAM50C913B5,Trial,Create a campaign population targeting high NPS agents with declining sales; provide 360 profiling and Q4 targeting,"{""objective"": ""retention"", ""constraints"": [{""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 8}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<"", ""value"": 5}], ""target_size"": 500, ""priority"": ""quality_over_quantity""}",4183,2025-10-05T18:10:48Z,planned
CAM34671A33,Trial ,"Create a campaign for Independent Agents with 6-10 years experience, moderate performance (7-10 policies sold), and good satisfaction (NPS 7-8). Help them optimize their business practices.","{""objective"": ""engagement"", ""constraints"": [{""field"": ""Segment"", ""operator"": ""=="", ""value"": ""Independent Agents""}, {""field"": ""AGENT_TENURE"", ""operator"": "">="", ""value"": 6}, {""field"": ""AGENT_TENURE"", ""operator"": ""<="", ""value"": 10}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": "">="", ""value"": 7}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<="", ""value"": 10}, {""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 7}, {""field"": ""NPS_SCORE"", ""operator"": ""<="", ""value"": 8}], ""target_size"": 200, ""priority"": ""quality_over_quantity""}",422,2025-10-05T18:28:10Z,planned
CAM58F61A04,New Campaign,"[8:21 pm, 5/10/2025] Amit Negi: python src/api/run_server.py
[8:58 pm, 5/10/2025] Amit Negi: Create a campaign for all segemnts with moderate performance (4-8 policies sold) and good satisfaction (NPS 7+). Focus on helping them reach their next performance tier.","{""objective"": ""upsell"", ""constraints"": [{""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": "">="", ""value"": 4}, {""field"": ""NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS"", ""operator"": ""<="", ""value"": 8}, {""field"": ""NPS_SCORE"", ""operator"": "">="", ""value"": 7}], ""target_size"": ""all"", ""priority"": ""balanced""}",6691,2025-10-05T20:59:12Z,planned
